ISBN,Book-Title,Year-Of-Publication,Author-ID,Book-Author
1567184294,"The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All, Book II (Key of It All)",2000,322,David Allen Hulse
156718796X,Astral Travel for Beginners (For Beginners),1998,323,Richard Webster
1862047626,New Perspectives: Runes,2000,324,Bernard King
0020437501,Rosie'S Walk,1971,325,Pat Hutchins
0198320264,Julius Caesar (Oxford School Shakespeare),2001,326,William Shakespeare
0373196989,"Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance, 1698)",2003,327,Melissa McClone
0373245580,"Marry Me ... Again   Montana Mavericks (Silhouette Special Edition, 1558)",2003,328,Cheryl St. John
0451527747,Alice's Adventures in Wonderland and Through the Looking Glass,2000,329,Lewis Carroll
0671867113,Moonlight Becomes You,1997,46,Mary Higgins Clark
0812504208,The Adventures of Tom Sawyer,1989,330,Mark Twain
0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,1996,128,Rebecca Wells
0060973897,Lakota Woman,1991,331,Dog Mary Crow
006101351X,The Perfect Storm : A True Story of Men Against the Sea,1998,247,Sebastian Junger
0140104682,"Heroes of Their Own Lives: The Politics and History of Family Violence, Boston 1880-1960",1989,332,Linda Gordon
0312143370,The Florence King Reader,1996,333,Florence King
0316666343,The Lovely Bones: A Novel,2002,334,Alice Sebold
039456894X,Impossible Vacation,1992,335,Spalding Gray
0440224675,Hannibal,2000,336,Thomas Harris
0449002632,London : The Novel,1998,337,EDWARD RUTHERFURD
0449213773,Life Before Man,1990,338,Margaret Atwood
0452279690,Cavedweller,1999,339,Dorothy Allison
0553569058,The Robber Bride,1995,338,Margaret Atwood
0679427430,Wouldn't Take Nothing for My Journey Now,1993,340,MAYA ANGELOU
0679725393,The House of Mirth (Library of America),1990,341,Edith Wharton
0802114369,Ohitika Woman,1993,342,Mary Brave Bird
0803233019,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,1988,343,John G. Neihardt
0819154946,The Community in America,1987,344,Roland Warren
0897322339,"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)",1997,345,Johnny Molloy
0940322978,Mawrdew Czgowchwz (New York Review Books Classics),2002,346,James McCourt
1573225126,Prozac Nation: Young and Depressed in America : A Memoir,1997,347,Elizabeth Wurtzel
1579651658,The Journey From Here,2000,348,Bill Bradley
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,1997,349,Don Miguel Ruiz
8401351421,El desarrollo de Leonardo da Vinci (Biografías y memorias),1986,350,Luis Racionero
8423324311,Gastronomia divina (L'áncora),1994,351,Eugeni Perea Simón
8427007450,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,1982,352,Thomas Hauser
8429734996,Hotel Europa (El Balancí),1992,353,Vicenç Villatoro
8429736131,La dona dels ulls de pluja: Barcelona anys 90 (El Balancí),1993,354,Víctor Mora
8440616252,El paraíso (Tiempos modernos),1991,355,Elena Castedo
8472224260,Negra i consentida (Col¨lecció El Mirall),1983,356,Ofèlia Dracs
8472227421,Essa efa (Col¨lecció El Mirall i el temps),1985,356,Ofèlia Dracs
8474103347,Espurnes de sang (La Negra),1987,357,Antoni Serra
8475960936,Les llengües d'Africa (Biblioteca universal Empúries),1986,358,M. Carme Junyent
8477830029,Trànsit (Area contemporània),1987,359,Jaume Capó
8478091246,L'home del sac,1990,360,Màrius Serra
8478097732,Gràcies per la propina (Columna),1995,361,Ferran Torrent
8478098267,El dia que es va cremar el Liceu (La primera Columna),1995,362,Joan Agut
8478800336,Cómo ser una mujer y no morir en el intento (Colección El Papagayo),1990,363,Carmen Rico-Godoy
8478884963,Una casa en Irlanda,1999,50,Maeve Binchy
8483002523,La mirada del tafur (Col¨lecció clàssica),1997,361,Ferran Torrent
8486433193,Amorrada al piló (Columna),1986,364,Maria Jaén
0600586898,Blur (Melody Maker),1995,365,Paul Lester
1853260622,War and Peace (Wordsworth Classics),1997,366,Leo Tolstoy
1857938011,A-Z of Behaving Badly,1996,367,Simon Nye
0060804157,He Understanding Masculine Psychology,1977,368,Robert A Johnson
8466601090,Las DOS Muertes De Gardel (Ficcionario),2002,369,Horacio Vazquez-Rial
0140382658,You Can Surf the Net: Your Guide to the World of the Internet,1996,370,Marc Gascoigne
0152012966,I Want to Be...a Veterinarian (I Want to Be... Series),1997,371,Stephanie Maze
0312283784,Alice's Tulips,2001,372,Sandra Dallas
0345297709,Centaur Aisle,1982,163,Piers Anthony
0345313097,Crewel Lye,1985,163,Piers Anthony
0345335465,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),1991,373,Anne McCaffrey
0345416848,Last Sword of Power (Stones of Power),1997,374,David Gemmell
0385333404,Dating Big Bird,2000,375,Laura Zigman
044021145X,The Firm,1992,19,John Grisham
0449212084,Murder at the Kennedy Center (Capital Crime Mysteries),1990,376,Margaret Truman
0553582682,"Guinness World Records 2000 (Guinness Book of Records, 2000)",2000,377,Nic Kynaston
0590947257,Forever Amber Brown (Amber Brown (Paperback)),1997,378,Paula Danziger
074345829X,Philip Jose Farmer's The Dungeon,2003,379,Richard A. Lupoff
0786913878,Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),2001,380,Carrie Bebris
0801491827,"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869",1980,381,Ellen Carol Dubois
0816729913,Why Are Boys So Weird (Tales from Third Grade),1993,382,Candice F. Ransom
0843136685,Sheldon &amp; Mrs. Levine: An Excruciating Correspondence,1994,383,Sam Bobrick
0866119531,Black Beauty (Great Illustrated Classics (Playmore)),2000,77,Anna Sewell
0866119566,Oliver Twist (Great Illustrated Classics),1989,233,Charles Dickens
0870441663,The wild ponies of Assateague Island (Books for young explorers),1975,384,Donna K Grosvenor
1561561428,Frankenstein (Illustrated Classics Series),1992,269,Mary Wollstonecraft Shelley
0553210092,The Scarlet Letter,1965,385,NATHANIEL HAWTHORNE
0553258524,Dragonsong (Harper Hall Trilogy),1977,373,Anne McCaffrey
0688163726,The Watch House,1998,271,Robert Westall
1569471096,Was It Something I Said?,1998,386,Valerie Block
055358099X,Cloud Nine,2000,387,Luanne Rice
0316168815,The Lovely Bones,2004,334,Alice Sebold
014023828X,The Tortilla Curtain,1996,251,T. Coraghessan Boyle
0316314927,Sarah Conley,1998,388,Ellen Gilchrist
0345424719,A Widow for One Year,1999,389,JOHN IRVING
0375414746,The Clearing,2003,390,TIM GAUTREAUX
0375726403,Empire Falls,2002,391,Richard Russo
0385503857,Oryx and Crake,2003,338,Margaret Atwood
0425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),1997,392,Jostein Gaarder
0440226104,Black and Blue,1999,393,ANNA QUINDLEN
0452277337,Le Divorce (William Abrahams Book),1997,394,Diane Johnson
0553802488,The Face,2003,395,DEAN KOONTZ
0671021001,She's Come Undone (Oprah's Book Club),1998,396,Wally Lamb
0767903579,Falling Leaves: The True Story of an Unwanted Chinese Daughter,1999,397,Adeline Yen Mah
0805063897,Nickel and Dimed: On (Not) Getting By in America,2002,398,Barbara Ehrenreich
0679777431,"The Game of Kings (Lymond Chronicles, 1)",1997,399,DOROTHY DUNNETT
0553285343,"RUSSIA HOUSE, THE",1990,400,JOHN LE CARRE
0486285529,Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),1995,401,A. C. Gordon
0671002481,The First Wives Club Movie Tie In,1996,157,Olivia Goldsmith
0812523385,Selected Poems of Emily Dickinson,1995,402,Emily Dickinson
0895774666,Watercolor School (Reader's Digest Learn-As-You-Go Guides),1993,403,Hazel Harrison
0020199090,Joshua In the Holy Land,1993,404,Joseph Girzone
0385495145,The Messenger,2002,405,JOSEPH GIRZONE
0679733825,Sisters of the Earth: Women's Prose and Poetry About Nature,1991,406,Lorraine Anderson
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),1996,52,Tim Lahaye
0345451260,Househusband,2002,407,AD HUDLER
0740700235,Life Messages: Inspiration For The Woman's Spirit,2002,408,Josephine Carlton
0380973545,Letters from a Nut,1999,409,Ted L. Nancy
0393321576,Karl Marx: A Life,2001,410,Francis Wheen
0743424425,The Shining,2001,120,Stephen King
0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,411,Joyce Reardon
0446610178,The Sky Is Falling,2001,412,Sidney Sheldon
0684854953,Santa Pete : A Novel Of Christmas Present And Past,1998,413,Christopher Moore
0743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,2002,46,Mary Higgins Clark
0380617625,The Kingdom: Arabia and the House of Sa'Ud,1983,414,Robert Lacey
0380732335,Florida Road Kill: A Novel,2000,415,Tim Dorsey
0385337132,The 37th Hour,2003,416,JODI COMPTON
0440235057,Be Cool,2000,417,Elmore Leonard
0445402040,The Hunted,1986,417,Elmore Leonard
0618119760,The Saints of Big Harbour: A Novel,2002,418,Lynn Coady
0871138646,Old Flames,2003,419,John Lawton
0026329859,From the Earth: Chinese Vegetarian Cooking,1995,420,Eileen Yin-Fei Lo
0060621257,Living in the Presence: Disciplines for the Spiritual Heart,1988,421,Tilden H. Edwards
0060915544,The Bean Trees,1989,40,Barbara Kingsolver
0060917016,Homeland and Other Stories,1990,40,Barbara Kingsolver
0060925000,"A Suitable Boy : Novel, A",1994,422,Vikram Seth
0060932759,Daughter of Fortune,2000,234,Isabel Allende
0061000280,The Fly on the Wall,1990,129,Tony Hillerman
0192815318,Cranford (The World's Classics),1982,423,Elizabeth Gaskell
0312195516,The Red Tent (Bestselling Backlist),1998,424,Anita Diamant
0380792664,The Right Hand of Amon,1997,425,Lauren Haney
0393048977,Last Blue: Poems,2000,426,Gerald Stern
0399137807,The Cat Who Wasn't There,1992,160,Lilian Jackson Braun
039914739X,Isle of Dogs,2001,427,Patricia Daniels Cornwell
0451203046,Light a Penny Candle,2001,50,Maeve Binchy
0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),2002,428,Martha Grimes
0451523318,Turn of the Screw and Short N,1978,429,Henry James
0486281965,The Country of the Pointed Firs (Dover Thrift Editions),1994,430,Sarah Orne Jewett
0486292940,Early Poems (Dover Thrift Editions),1997,431,William Carlos Williams
051762639X,Barchester Towers (Oxford Pocket Classics),1986,432,Anthony Trollope
0684824442,REEF,1996,341,Edith Wharton
0743458303,Wednesday the Rabbi Got Wet,2003,433,Harry Kemelman
081296666X,Things My Girlfriend and I Have Argued About: A Novel,2003,434,Mil Millington
0819215635,Listening Hearts: Discerning Call in Community,1991,435,Suzanne G. Farnham
0880011025,Unattainable Earth,1987,436,Czeslaw Milosz
1561011525,"The Practice of Prayer (New Church's Teaching Series, Vol 4)",1998,437,Margaret Guenther
1877727083,Vertical Poetry: Recent Poems,1992,438,Roberto Juarroz
0486206173,Rubinstein's Chess Masterpieces,1941,439,Akiba Rubinstein
0312278586,The Nanny Diaries: A Novel,2002,440,Emma McLaughlin
8845229041,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,0,441,P Coelho
887641486X,I Giorni Dell'abbandono,2002,442,Elena Ferrante
0140370900,The Gizmo,1995,443,Paul Jennings
0674511255,The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,1993,444,"Mark E., Jr. Neely"
0030096189,Organic Chemistry (Saunders Golden Sunburst Series),1994,445,Stephen J. Weininger
0312965745,Secrets of St. John's Wort: A Lynn Sonberg Book,1998,446,Larry Katzenstein
0345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,1992,447,David Steinman
0395710901,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",1995,448,Alfie Kohn
080521061X,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,1996,449,Paula Polk Lillard
0823032612,Oil Painting Techniques (Artist's Painting Library),1983,450,David Lewis
0679310002,Going down swinging,1999,451,Billie Livingston
0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),2002,452,Adele Lang
0316171107,Like a Hole in the Head,1998,453,Jen Banbury
0380710218,Postmortem,1993,427,Patricia Daniels Cornwell
0515118656,The Cove,1996,454,Catherine Coulter
0553289063,An Inconvenient Woman,1991,455,Dominick Dunne
0671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),1996,456,Clive Cussler
0671673688,While My Pretty One Sleeps,1990,46,Mary Higgins Clark
1561672033,Antipodes 10,1995,457,John Pascal
0425178242,Kick Ass: Selected Columns of Carl Hiaasen,2001,458,Carl Hiaasen
0618173870,Everything Is Illuminated: A Novel,2002,459,Jonathan Safran Foer
0156027321,Life of Pi,2003,208,Yann Martel
0375403582,Rules of the Wild,1998,460,Francesca Marciano
0385721420,Three Junes,2003,461,JULIA GLASS
0451202341,Back Roads,2001,462,Tawni O'Dell
0743418190,In Her Shoes : A Novel,2002,463,Jennifer Weiner
0385335407,The Kiss,2001,464,Danielle Steel
0965746828,Home Spun: A Collection,1997,465,Leon Hale
0060923245,Sweet Hereafter Movie Tie-In : A Novel,1992,466,Russell Banks
0486272664,The Rime of the Ancient Mariner and Other Poems,1992,467,Samuel Taylor Coleridge
0786015276,11th Hour,2003,468,Bradley Warshauer
0060913509,In Country RI,1986,469,Bobbie Ann Mason
0553272837,Brazen Virtue,1996,299,Nora Roberts
0440225078,Ghost Moon,2001,470,Karen Robards
0312145543,Brewing Up a Storm: A John Thatcher Mystery,1996,471,Emma Lathen
0425181111,Strangers,2002,45,Dean R. Koontz
0380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),2002,472,Faye Kellerman
0140286276,The Deep End of the Ocean (Oprah's Book Club),1999,473,Jacquelyn Mitchard
0373484100,Night Tales,2000,299,Nora Roberts
0449907481,A Thousand Acres (Ballantine Reader's Circle),1992,474,JANE SMILEY
0553107305,Chopping Spree,2002,475,DIANE MOTT DAVIDSON
080213825X,Four Blondes,2001,476,Candace Bushnell
0515127833,River's End,2003,299,Nora Roberts
0345441133,Summer Island,2002,477,KRISTIN HANNAH
0515134279,The Straw Men,2002,478,Michael Marshall
0945586051,The Doctor the Patient: The Personal Journey of a Physician With Cancer,1989,479,Allen Widome
0385490992,The Street Lawyer,1998,19,John Grisham
0385424728,The Chamber,1994,19,John Grisham
0312980388,Warlock : A Novel of Ancient Egypt,2002,480,Wilbur Smith
0590419625,The Teacher from the Black Lagoon,1989,481,Mike Thaler
0385472951,The Partner,1997,19,John Grisham
0451195663,Primal Scream,1998,482,Michael Slade
0425182878,Chosen Prey,2004,483,John Sandford
0553564528,Guilty as Sin,1997,484,TAMI HOAG
055356451X,Night Sins,1995,484,TAMI HOAG
0743412621,The Second Time Around : A Novel,2004,46,Mary Higgins Clark
0849943728,Three,2003,485,Ted Dekker
0849943450,The Canopy,2003,486,Angela Elwell Hunt
084994371X,Blink,2003,485,Ted Dekker
0590406019,Last Battle,1988,487,C. S. Lewis
0020442408,Prince Caspian,1970,487,C. S. Lewis
0553225987,Robert's Rules of Order,1986,488,William Eisner
042517736X,Abduction,2000,489,Robin Cook
0671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,2000,115,Ann Rule
038549825X,Not a Day Goes By : A Novel,2001,490,E. LYNN HARRIS
0553202294,Sun Signs,1981,491,Linda Goodman
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",1986,492,ANNE RICE
0345369947,The Mummy or Ramses the Damned,1991,493,Anne Rice
067170124X,HIS LITTLE WOMEN : HIS LITTLE WOMEN,1991,494,Judith Rossner
0345353625,Her Mother's Daughter,1990,495,Marilyn French
0308102282,Your Erroneous Zones,1976,496,Wayne W. Dyer
006017143X,The Night Listener,2000,497,Armistead Maupin
0805056491,Organizing from the Inside Out,1998,498,Julie Morgenstern
0679401377,The Hellfire Club,1996,499,Peter Straub
1562827049,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",1993,500,Jack
0385306032,Vanished,1993,464,Danielle Steel
0816152446,The Women in His Life (G K Hall Large Print Book Series),1991,501,Barbara Taylor Bradford
0821772953,The Morning After,2004,502,Lisa Jackson
0345379454,Missing Susan,1992,503,SHARYN MCCRUMB
0553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),2000,138,Kay Hooper
0743206053,Kitchen Privileges : A Memoir,2002,46,Mary Higgins Clark
0688169678,We Are Our Mothers' Daughters,2000,504,Cokie Roberts
0439319552,Horus's Horrible Day (First Graders from Mars),2001,505,Shana Corey
0590870157,My Garden (Beginning Literacy),1994,506,Jesse S. Ostrow
0307001164,101 Dalmatians,1996,507,Justine Korman
0440441501,In the Dinosaur's Paw (Kids of the Polk Street School),1987,508,PATRICIA REILLY GIFF
0590687301,Ralph S. Mouse,2000,509,Beverly Cleary
0439061644,"The First Journey (Animorphs. Alternamorphs, 1)",1999,510,K. A. Applegate
0439569842,How Do Dinosaurs Learn to Read,2003,511,Jane Yolen
0307118703,My First Book about Space (Golden Look-Look Books (Paperback)),1997,512,Dinah L. Moche
0590418858,You Be the Jury #02,1989,513,Marvin Miller
030720152X,Comic Characters,1983,514,Craig Boldman
0816728739,The Time Machine (Troll Illustrated Classics),1992,515,H. G. Wells
0865050880,I Like School (in My World Series),1985,516,Bobbie Kalman
0812519655,Sacred Ground,1995,517,Mercedes Lackey
0812524853,Burning Water (Burning Water),1992,517,Mercedes Lackey
0449211770,The Tightrope Walker,1997,518,Dorothy Gilman
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,2004,519,Moveon
0812521129,Children of the Night,1990,517,Mercedes Lackey
0345251733,Rainbow the Stormy Life of Judy Garland,0,520,Christopher Finch
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),2003,521,CHARLES FRAZIER
0312995431,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),2004,522,Julia Spencer-Fleming
0312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,2004,522,Julia Spencer-Fleming
0446394521,Daisy Fay and the Miracle Man,1992,523,Fannie Flagg
0590021117,Little House On the Prairie,0,524,Laura Ingall Wilder
068484267X,Angela's Ashes: A Memoir,1999,202,Frank McCourt
0553578693,The Next Accident,2002,525,LISA GARDNER
0380709260,Socks (Cleary Reissue),1990,509,Beverly Cleary
0807565288,"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",1996,526,Gertrude Chandler Warner
0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),2003,522,Julia Spencer-Fleming
